Keyword	username	date	retweets	text	hashtags	id
Leaf Blight	FarmsNews	6/17/2016 15:01	7	Northern Corn Leaf Blight Positively Identified In Wisconsin In 2016 Read more.. http://www. farms.com/news/northern- corn-leaf-blight-positively-identified-in-wisconsin-in-2016-109077.aspx … pic.twitter.com/bDEm7WnkwL		7.43791E+17
Leaf Blight	MatthewMoscou	3/8/2016 17:13	5	Blast back to 1972 and the impact of Southern Corn Leaf Blight on corn prices http://www. annualreviews.org/doi/abs/10.114 6/annurev.py.10.090172.000345?journalCode=phyto … #RSfungalthreats	#RSfungalthreats	7.07238E+17
Leaf Blight	DowSeedsCA	4/1/2016 17:56	0	Tracking Northern Corn Leaf Blight via @GrainFarmerMag : #ontag http:// bit.ly/1VSgmZd	#ontag	7.15931E+17
Leaf Blight	MoreFunz	5/16/2016 15:14	0	http://www. forestryimages.org/browse/detail. cfm?imgnum=0162039 … - Bacterial Leaf Blight of Rice. The #morefunz page https:// morefunz.com/science/agricu lture/field-crops/bacterial-leaf-blight-of-rice …	#morefunz	7.32197E+17
Leaf Blight	neofull	6/7/2016 23:30	0	Leaf Blight #Juegos #Estrategia http:// juegos.neofull.com/jugar/leaf-bli ght.htm …	#Juegos #Estrategia	7.40295E+17
Leaf Blight	eewoldt	6/16/2016 22:32	0	Northern Corn Leaf Blight making its first appearance in Marshall County, Iowa. What are your fungicide plans? pic.twitter.com/qw2Xh0Xe7Y		7.43542E+17
Leaf Curl	victor254news	5/24/2016 23:28	0	PeopleDailyKe: Amiran’s new tomato variety resistant to leaf curl virus http:// bit.ly/1XtzDR5 pic.twitter.com/PxVL9FUeNU		7.35221E+17
Leaf Curl	ScienceyBot	4/4/2016 12:17	0	Molecular characterization and prevalence of two capulaviruses: Alfalfa leaf curl virus from France and Euphor... http:// 1.usa.gov/1oupTrK		7.16933E+17
Leaf Curl	MaureenCassidon	6/8/2016 17:01	0	Oleander Problems Causing Leaf Curl – Why Oleander Leaves Are Curling http:// s.sm.cc/MX4Zhw pic.twitter.com/JPYKomLnVs		7.40559E+17
Leaf Curl	Salima_Berkani	5/11/2016 14:57	0	Corrigendum: Tomato yellow leaf curl virus infection mitigates the heat stress response of plants grown at hi... http:// bit.ly/21WftzY		7.30381E+17
Leaf Curl	MrBrownThumb	5/24/2016 3:38	0	@ChicagoLeah @chi_sarah Non-expert opinion: Peach leaf curl . But UofI Extension, Botanic Garden, Morton Arboretum would know for sure.		7.34922E+17
Leaf Curl	viviannastevens	4/21/2016 17:12	0	Is this peach leaf curl ? http:// ift.tt/22QsSby #Gardening	#Gardening	7.23168E+17
Leaf Curl	bewdyrooster	4/25/2016 10:45	0	"@Myrmecos Leaf curl spider near Melbourne Australia, using square of foil (from yoghurt pot) as leaf""(sorry 4 bad quality pic)"""		7.2452E+17
Leaf Curl	kalin333	6/8/2016 20:01	0	Oleander Leaf Curl Issues: Reasons For Leaf Curl On Oleander https:// shar.es/1JqDQg via @gardenknowhow		7.40605E+17
Leaf Curl	cbgalliford	3/21/2016 19:13	7	Praying for all the tomatoes out there affected by tomato leaf curl virus		7.11979E+17
Leaf Curl	vergois	3/4/2016 7:32	1	@Plantfairs @GwenfarsGarden @NortonPriory We use it on roses and peaches to fend off black spot/ leaf curl , and gooseberries for mildew.		7.05642E+17
Leaf Curl	Diggyroo	4/18/2016 6:12	0	@RoofusOnFire oooh looks like leaf curl ! Effects a lot of stone fruit crops.		7.21914E+17
Leaf Curl	collectobserve	3/24/2016 6:04	0	Pepper leaf curl Yunnan virus 6.0.1991 13:56:26 pic.twitter.com/1L2x6RjuHd		7.12868E+17
Leaf Curl	GardeningHQnet	3/6/2016 15:40	0	#gardening Gardening Australia S26E23 – Preventing Leaf Curl – Camellia C ... - http:// gardeninghq.net/gardening-aust ralia-s26e23-preventing-leaf-curl-camellia-care-little-africa-faqs-hybrid-st/ … #RT #Retweet pic.twitter.com/kW8ywpp60A	#gardening #RT #Retweet	7.0649E+17
Leaf Curl	ELICITRACTU	3/22/2016 17:16	0	Control of Tomato yellow leaf curl virus disease by Enterobacter asburiaeBQ9 as a result of... | @scoopit http:// sco.lt/6UF30j		7.12312E+17
Leaf Curl	MoreFunz	5/16/2016 18:07	0	http://www. forestryimages.org/browse/detail. cfm?imgnum=0454053 … - Beet Leaf Curl Virus Rhabdovirus. The #morefunz page https:// morefunz.com/science/agricu lture/field-crops/beet-leaf-curl-virus-rhabdovirus …	#morefunz	7.32241E+17
Leaf Curl	RichardMize	5/5/2016 0:03	0	@stevelackmeyer What's the leaf curl ratio to the incidents of kernel smut???		7.27982E+17
Leaf Curl	EntangledNature	6/13/2016 17:50	0	a pale & well-marked form of Syrphus found devouring leaf curl aphids on cherry & elm respectively #hoverflies pic.twitter.com/fP6g2DIK2v	#hoverflies	7.42384E+17
Leaf Curl	MattDeBaise	3/2/2016 14:42	0	Tomato leaf curl virus is a thing		7.05026E+17
Leaf Curl	Chrissox	6/11/2016 17:18	0	@Allotment_Haven Yes.I can see evidence of mould and leaf curl at least.Wisley/other RHS/Gdn centre cld help+www if look by plant type		7.41651E+17
Leaf Curl	homeopath	5/26/2016 9:32	1	So, how to treat Peach Tree Leaf Curl using #agrohomeopathy ? Treating a taphrina deformans case at the moment.	#agrohomeopathy	7.35735E+17
Leaf Curl	autisticgardner	6/24/2016 15:36	1	Hi Michael. That's Peach leaf curl . The only thing you can do is remove infected leaves to stop it spreading. https:// twitter.com/MisterWookie/s tatus/746332375274110976 …		7.46336E+17
Leaf Curl	MeSandroDrago	4/29/2016 22:34	0	Tomato leaf curl New Delhi virus affecting zucchini squash in an important horticultural area of southern Italy http:// goo.gl/XpyXlY		7.26148E+17
Leaf Curl	ServicePdfs	3/31/2016 10:35	0	#download Tomato yellow leaf curl virus disease @ServicePdfs	#download	7.15458E+17
Leaf Curl	Joon123	4/8/2016 9:56	1	Pot grown peach has leaf curl even when grown under cover.... Is it worth it. pic.twitter.com/pp7TYvIV4t		7.18347E+17
Leaf Curl	theoriginal_cjs	4/16/2016 1:46	0	@Kingsbu its leaf curl check this out http://www. abc.net.au/gardening/stor ies/s4292586.htm …		7.21123E+17
Leaf Curl	HuskerHort	5/20/2016 15:02	0	Lots of peach leaf curl this year! https:// twitter.com/UNLScottEvans/ status/733286105546555393 …		7.33644E+17
Leaf Curl	growingnorth	3/8/2016 3:47	0	#gardenchat #growingnorth peeps! Help out a fellow gardener....ideas on pepper leaf curl ?? https:// twitter.com/Wojosproduce/s tatus/707033652434055169 …	#gardenchat #growingnorth	7.07035E+17
Leaf Curl	ServicePdfs	3/31/2016 10:35	0	#file #download Tomato yellow leaf curl virus disease http:// dlvr.it/Kx1ksp	#file #download	7.15458E+17
Leaf Curl	viviannastevens	4/29/2016 14:36	0	UK Peach leaf curl treatment? http:// ift.tt/24oUxmx #Gardening	#Gardening	7.26027E+17
Leaf Curl	PeopleDailyKe	5/24/2016 12:25	0	Amiran’s new tomato variety resistant to leaf curl virus http:// bit.ly/25jahLU pic.twitter.com/rnyHxRBl2h		7.35054E+17
Leaf Curl	myskinnygarden	5/25/2016 3:29	0	@Chi_Sarah @MrBrownThumb Peach leaf curl . It's a fungus. Good luck! Yikes.		7.35282E+17
Leaf Curl	ChestnutPowell	5/20/2016 22:23	2	RNAi-Transgenic Tomato Plants Resistance to Tomato Yellow Leaf Curl Geminivirus http:// apsjournals.apsnet.org/doi/abs/10.109 4/MPMI-08-15-0181-R …		7.33755E+17
Leaf Curl	AqleemAbbas	4/4/2016 3:07	0	Can any one tell the management of Peach leaf curl disease?? http:// fb.me/7G5RqSrhl		7.16794E+17
Leaf Curl	hiredmds	6/20/2016 15:31	2	@physicianswkly The autophagy pathway participates in resistance to tomato yellow leaf curl virus infection i... http:// bit.ly/28JtTjg		7.44885E+17
Leaf Curl	JeanMichelAne	3/6/2016 5:39	1	Identification and application of biocontrol agents against Cotton leaf curl virus dis... http:// sco.lt/5uB1gf pic.twitter.com/D36wrgTjzB		7.06338E+17
Leaf Curl	Livingbars	5/28/2016 15:39	0	. @WafaaPowell could be peach leaf curl . Try this link... https://www. rhs.org.uk/advice/profile ?pid=232 …		7.36552E+17
Leaf Curl	RiuNetUPV	5/3/2016 10:48	0	Mechanical transmission of Tomato leaf curl New Delhi virus to cucurbit germplasm: selection of tolerance sou... http:// bit.ly/1UuP8HK		7.2742E+17
Leaf Curl	Annapplbiol	4/21/2016 8:44	1	Resistance to Tomato leaf curl New Delhi virus in Cucurbita spp http:// onlinelibrary.wiley.com/doi/10.1111/aa b.12283/abstract … pic.twitter.com/9CyTI3Mv19		7.2304E+17
Leaf Curl	Plantzzman	6/24/2016 19:54	0	@autisticgardner @MisterWookie do plums get peach leaf curl ? There have been savage amounts of aphids around this spring!		7.46401E+17
Leaf Curl	krishipadam	6/17/2016 16:53	0	Leaf curl decease in vegetables – how can we control it http://www. organicadvices.com/leaf-curl-dece ase/ … pic.twitter.com/fIiCS8s6Ot		7.43819E+17
Leaf Curl	gabev23	5/26/2016 19:38	0	@TheMamaFesto peach leaf curl		7.35888E+17
Leaf Curl	BestInHort	5/25/2016 19:34	0	Identify peach leaf curl - Tip of the Day http://www. bestinhorticulture.co.uk/blog/2016/05/2 5/identify-peach-leaf-curl-tip-of-the-day/ …		7.35525E+17
Leaf Rust	the_rustbust	6/8/2016 2:06	2	New @theGRDC Tips & Tactics for wheat leaf rust , stem rust and stripe rust- reminder for growers to monitor early: https:// goo.gl/y9PJZh		7.40334E+17
Leaf Rust	theGRDC	4/18/2016 10:52	2	High levels of leaf rust & net-type net blotch evident in regrowth barley in WA's Great Southern @CCDMnews @DAF_WA http:// bit.ly/1pabkK9		7.21985E+17
Leaf Rust	UMNPlantPath	4/15/2016 17:29	0	Behind the scenes at a shoot with grad student Matthew Martin for an upcoming video on barley leaf rust research pic.twitter.com/IGjLlybDD1		7.20997E+17
Leaf Rust	MurielSuffert	5/2/2016 11:23	4	Thekopsora minima (blueberry leaf rust ) added to the #EPPO Alert List  after finding in Germany on Vaccinium http:// sco.lt/6QdZmD	#EPPO	7.27066E+17
Leaf Rust	CaribeHub	5/30/2016 17:23	0	Hurricanes & coffee leaf rust are considered to be a prelude to future problems, similar to #PuertoRico @cafiesencia https:// twitter.com/cgiarclimate/s tatus/737292588793925632 …	#PuertoRico	7.37304E+17
Leaf Rust	RootCapital	5/6/2016 17:00	1	. @food4farmers promotes #honey production to diversify farmer income in face of coffee leaf rust http:// hubs.ly/H02VPfz0 via @perfectdailyg	#honey	7.286E+17
Leaf Rust	Huskerwheat	4/19/2016 15:18	2	Jim Kolmer giving results of leaf rust survey for TX OK KS. Useful data to protect your wheat crop.14% loss possible pic.twitter.com/LYzSUQk3SQ		7.22414E+17
Leaf Rust	FCRoaster	5/29/2016 11:48	0	Really great visual on the effects of climate change and leaf rust https:// twitter.com/1coffeestyle/s tatus/736620060391804929 …		7.36857E+17
Leaf Rust	BUGSSlab	3/24/2016 0:26	0	The bane of all coffee lovers: Roja ( leaf rust ) #fueledbyzekes	#fueledbyzekes	7.12783E+17
Leaf Rust	Scien_net	3/24/2016 9:21	0	#Scien Influence of formulation on efficacy of three systemic fungicides for control of oat leaf rust http:// bit.ly/1TT9oTU	#Scien	7.12917E+17
Leaf Rust	SheepCoffee	4/27/2016 17:53	1	Have you heard of Leaf Rust ?? If not maybe watch these two videos and see why it's a worrying issue for farmers! http://www. perfectdailygrind.com/2016/04/2-vide os-explaining-coffees-biggest-threat-la-roya-leaf-rust/ …		7.25352E+17
Leaf Rust	ASplant_papers	5/11/2016 12:25	0	Alternative splicing of mini-exons in the Arabidopsis leaf rust receptor-like kinase LRK10… http:// dlvr.it/LHH5xJ pic.twitter.com/VHOtOiLjY5		7.30343E+17
Leaf Rust	CoffeeCurrent	6/14/2016 12:57	0	Peru's coffee exports recover in 2015/16 but still affected by leaf rust http:// ift.tt/1UaArLv		7.42672E+17
Leaf Rust	the_rustbust	5/30/2016 1:25	4	RUST REPORT WA: Barley leaf rust found in early-sown barley & volunteers in Gairdner, Dalyup and South Stirlings. http:// goo.gl/Z9aK2Y		7.37062E+17
Leaf Rust	Jason_Mefford	3/3/2016 18:49	3	Leaf rust found and confirmed in Montrose, MO #croptrak pic.twitter.com/YNVH2rrND3	#croptrak	7.0545E+17
Leaf Rust	animalplantsci	3/8/2016 18:49	0	New article in @plantmethods Rapid phenotyping method for adult plant resistance to leaf rust in wheat http:// plantmethods.biomedcentral.com/articles/10.11 86/s13007-016-0117-7 …		7.07262E+17
Leaf Rust	GuichoGoku	3/31/2016 18:46	0	Hemileia vastatrix, the fungus which causes coffe leaf rust . From my Biodiversity Series 1.… https://www. instagram.com/p/BDn-a2ktMZP/		7.15581E+17
Leaf Rust	Scien_net	3/17/2016 11:43	0	#Scien Genetic control of the reaction of the hypersensitive wheat to the main leaf rust races: http:// bit.ly/1UC3Lbp	#Scien	7.10416E+17
Leaf Rust	halljimk	4/28/2016 9:22	0	2 VIDEOS Explaining Coffee’s Biggest Threat: Leaf Rust via @perfectdailyg http://www. perfectdailygrind.com/2016/04/2-vide os-explaining-coffees-biggest-threat-la-roya-leaf-rust/ …		7.25586E+17
Leaf Rust	theGRDC	6/18/2016 4:02	6	Info on different #barley varietal responses to leaf rust #fungicide sprays http:// bit.ly/2341h8k @GRDCUpdateNorth pic.twitter.com/HZDWMQSuqD	#barley #fungicide	7.43987E+17
Leaf Rust	OxfordPlants	3/10/2016 9:49	3	Today's #ThursdaySeminar @DanBebber from @UniofExeter on 'What caused the recent outbreak of coffee leaf rust in Latin America?' 1pm LLT	#ThursdaySeminar	7.07851E+17
Leaf Rust	gkpalmer	6/3/2016 15:45	0	Thoughts from On Top The Hill: Be on the Look Out for Stripe Rust and Leaf Rust in Wheat http:// fb.me/43bCALetL		7.38728E+17
Leaf Rust	CRS_Expertise	4/22/2016 15:32	1	Guatemalan farmers in high altitudes were safe from coffee leaf rust but it's spreading: http:// ow.ly/4mRXLD pic.twitter.com/8BzQDi2GUB		7.23505E+17
Leaf Rust	HyCo_AgAgent	4/13/2016 20:59	0	Leaf rust is showing up in wheat, check out spray recommendations from Dr. Christina Cowger. pic.twitter.com/YWuvjCmh44		7.20325E+17
Leaf Rust	CropWeb	4/12/2016 1:15	0	#Wheat Leaf Rust Confirmed In Nebraska | http:// Farms.com http://www. farms.com/news/wheat-lea f-rust-confirmed-in-nebraska-105627.aspx …	#Wheat	7.19665E+17
Leaf Rust	the_rustbust	6/3/2016 3:38	3	RUST ALERT WA: Stem & leaf rust on oat & barley in Narrogin & Coomalbidgup. Monitor crops & send samples for ID! http:// goo.gl/Z9aK2Y		7.38545E+17
Leaf Rust	osuwit	5/11/2016 21:49	0	Keep the leaf rust off Bentley, please @OSU_smallgrains https:// twitter.com/osu_smallgrain s/status/730479309383557120 …		7.30485E+17
Leaf Rust	CoffeeCurrent	3/22/2016 13:26	0	Honduras on the road of recovery from leaf rust http:// ift.tt/1U4wSFA		7.12254E+17
Leaf Rust	Jesse_N_Harding	5/3/2016 14:33	3	Stop 1 pink rout: Leaf rust , lady bugs &mud in flowering stage e of junction city #ks est yield at 38.4 #wheattour16 pic.twitter.com/lEaI7XXyDK	#ks #wheattour16	7.27476E+17
Leaf Rust	Jamie_Larsen	5/11/2016 4:03	0	@renweis @pat_kunz no worries about stripe rust on rye. Never seen it. I see leaf rust at Lethbridge- can be an issue so scouting is key.		7.30217E+17
Leaf Rust	jenreesources	3/31/2016 5:44	0	Sure looks like it. Found leaf rust up here today. https:// twitter.com/RVDcrops/statu s/714925201608171520 …		7.15384E+17
Leaf Rust	AntiqueChicLLC	4/1/2016 14:33	0	Herend Porcelain Three 3 Tree #Frogs on Palm Leaf Rust Fishnet 15629 #Herend http:// pinterest.com/pin/3704211380 83019065/ …	#Frogs #Herend	7.1588E+17
Leaf Rust	wheat_papers	6/18/2016 21:24	0	The relationship of leaf rust resistance gene Lr13 and hybrid necrosis gene Ne2m on wheat… http:// dlvr.it/LbWTzk pic.twitter.com/oWky5y9sno		7.44249E+17
Leaf Rust	coloradowheat	3/21/2016 16:25	5	Stripe Rust has been found in southeast Kansas and Leaf Rust in counties bordering CO. Read the full update here http:// ow.ly/ZL5cW		7.11937E+17
Leaf Rust	KSUWheat	4/9/2016 0:04	12	Latest Kansas #wheat stripe and leaf rust report @KStateAgron eUpdate here: http:// ksu.ag/1SFj8LL @KansasWheat pic.twitter.com/6AYm9nXMta	#wheat	7.1856E+17
Leaf Rust	LGCGenomics	5/27/2016 16:41	1	Scientists identify molecular markers for wheat leaf rust resistance gene lr48 helped by KASP technology http:// link.springer.com/article/10.100 7/s11032-016-0488-5 …		7.36206E+17
Leaf Rust	farmdaily	4/20/2016 15:20	2	Stripe, leaf rust confirmed in south central, southeast Neb and in the Panhandle. #wheat http:// ow.ly/4mTG0Q pic.twitter.com/CRG1yStwkE	#wheat	7.22777E+17
Leaf Rust	nckohls	4/14/2016 14:54	0	Good leaf rust growing weather this morning. #wet	#wet	7.20596E+17
Leaf Rust	jenreesources	3/31/2016 0:46	6	Finding leaf rust of #wheat in Nuckolls Co. #nebext @UNL_CropWatch @NebraskaWheat @wegulo2 @Huskerwheat pic.twitter.com/5Q5JmlDCGE	#wheat #nebext	7.15309E+17
Leaf Rust	RootCapital	4/16/2016 17:00	1	How Root Capital responded to the rapid rise of coffee leaf rust http:// hubs.ly/H02H_W90 #SCAA2016 pic.twitter.com/aOK18kuC5p	#SCAA2016	7.21352E+17
Leaf Rust	Adnanriaz7	3/17/2016 6:07	1	A rapid phenotyping method for adult plant resistance to #leaf #rust in wheat http:// plantmethods.biomedcentral.com/articles/10.11 86/s13007-016-0117-7 … video https:// youtu.be/D8uS_ZLAjzI @QAAFI	#leaf #rust	7.10332E+17
Leaf Rust	CoffeeClerics	3/23/2016 7:30	1	Honduras on the road of recovery from leaf rust #coffeebeans https://www. agra-net.com/agra/internati onal-coffee-report/features/honduras-on-the-road-of-recovery-from-leaf-rust-510223.htm …	#coffeebeans	7.12527E+17
Leaf Rust	darin_gordon	4/25/2016 14:51	0	@AntuniaCepellot Are there plans for a #python api to access Leaf? Rust seems like a valuable lang to learn but not w/o cycles to do so!	#python	7.24582E+17
Leaf Rust	iminimalistic	4/26/2016 16:18	0	2 VIDEOS Explaining Coffee’s Biggest Threat: Leaf Rust http:// bit.ly/1SxqOQR vía @perfectdailyg		7.24966E+17
Leaf Rust	LMKWAagronomy	6/24/2016 3:30	2	Barley leaf rust found on La Trobe & Bass barley by @KimCAdams Landmark Katanning pic.twitter.com/OESvMJ4lqQ		7.46154E+17
Leaf Rust	MoreFunz	5/16/2016 16:25	0	http://www. forestryimages.org/browse/detail. cfm?imgnum=5154036 … - Wheat Leaf Rust . The #morefunz page https:// morefunz.com/science/agricu lture/field-crops/wheat-leaf-rust …	#morefunz	7.32215E+17
Leaf Rust	EndiroCoffee	5/30/2016 16:10	0	La Roya or “ Leaf Rust ” is one of the greatest global threats to coffee growers. http:// ow.ly/4n7Ci6		7.37285E+17
Leaf Rust	go2kauai	5/4/2016 2:28	0	@CRSFairtrade @FairTradeUSA never heard of coffee leaf rust ! #FairHer	#FairHer	7.27656E+17
Leaf Spot	frenchrw	6/22/2016 3:38	0	@oknotillfarmer we think it is bacterial leaf spot		7.45431E+17
Leaf Spot	WheatPete	5/25/2016 21:47	0	@lhudson89 Awesome pics Leigh. Def not tan spot. Think ascochyta leaf spot . Could be spot blotch but temps too cool. @AlbertTenuta ?		7.35558E+17
Leaf Spot	Cosiup	4/28/2016 10:32	0	2013 Nissan Leaf Spot Facts 7Izw 360: http:// youtu.be/eP-fngixWCc?a via @YouTube		7.25604E+17
Leaf Spot	FlatBud	5/24/2016 19:00	0	Bacterial leaf Spot https:// flatbud.com/disease/bacter ial-leaf-spot … #bacterialleafspot pic.twitter.com/yozA4s1egq	#bacterialleafspot	7.35153E+17
Leaf Spot	yogesh23gupta	3/18/2016 19:50	0	Wheat Blast in Kentucky was an independent event and closely related to gray leaf spot disease @KState http:// sco.lt/81DrYf		7.10901E+17
Leaf Spot	CKMonty	6/21/2016 11:35	0	@agriprof Proably short of N. No post emerg chemicals, got urea before the rain. Yellow leaf spot from stubble.		7.45188E+17
Leaf Spot	FarmSmartPubs	3/23/2016 20:50	0	Use first opportunity to hit light leaf spot http:// bit.ly/22s8Mtj pic.twitter.com/Zjw9gFt4MC		7.12728E+17
Leaf Spot	bshelton77	5/29/2016 3:31	0	@Mim5453 could be leaf spot disease		7.36732E+17
Leaf Spot	fayeritchie	3/11/2016 14:42	3	Light leaf spot appearing on upper leaves in untreated plots of oilseed rape near ADAS Terrington, Norfolk pic.twitter.com/kNoN2ooQqi		7.08287E+17
Leaf Spot	ProtectingCrops	6/7/2016 4:00	1	Are You Losing Crops to #Bacterial #Leaf #Spot ? FREE #webinar https:// event.webcasts.com/starthere.jsp? ei=1100321 … @PBCRC #agchatoz pic.twitter.com/0LKJfkYQSn	#Bacterial #Leaf #Spot #webinar #agchatoz	7.40001E+17
Leaf Spot	fayeritchie	4/21/2016 20:26	5	Leaf distortion caused by light leaf spot on oilseed rape in Cambridgeshire pic.twitter.com/zYRuHtNUBu		7.23216E+17
Leaf Spot	FarmersWeekly	3/22/2016 14:55	8	Oilseed rape growers urged not to ignore light leaf spot this season #clubhectare #LLS #OSR http:// bit.ly/1Rdrgqo pic.twitter.com/lov9qYAur0	#clubhectare #LLS #OSR	7.12277E+17
Leaf Spot	AxiomAgronomy	6/3/2016 20:12	9	Don't confuse Leaf disease for Physiological leaf spot #scout16 Physiological leaf spot in cereals http://www. agannex.com/field-crops/ph ysiological-leaf-spot-in-cereals …	#scout16	7.38796E+17
Leaf Spot	TJex_Agronomy	4/23/2016 16:57	3	Nikita in full flower and looking fantastic.Light leaf spot levels very low. Low input variety #ScienceBasedAgronomy pic.twitter.com/UJjd0Aed7D	#ScienceBasedAgronomy	7.23889E+17
Leaf Spot	ChannelSeed	5/17/2016 4:14	0	Conditions have been ideal for gray leaf spot – which can reduce yield potential by 30%. Scouting #AgAdvice : http:// learn.ag/27hT2sX	#AgAdvice	7.32394E+17
Leaf Spot	ReviveLawn	6/3/2016 19:49	0	Brown spots caused by Ascochyta leaf spot ? A REVIVE application will solve the problem in 10 days! https:// twitter.com/MySwingle/stat us/738767741054648320 …		7.3879E+17
Leaf Spot	HereBeSpiders11	3/5/2016 23:56	0	An Alternatia leaf spot disease on Geraria canescens (Desert gold), from the Death Valley superbloom! pic.twitter.com/wC7QuJF0WS		7.06252E+17
Leaf Spot	ag_gheer	6/22/2016 17:28	0	@kinderjw Distinguishing Spots On Corn: Holcus Leaf Spot vs. Gramoxone Drift http://www. farms.com/commentaries/d istinguishing-spots-on-corn-holcus-leaf-spot-vs-gramoxone-drift-63550.aspx …		7.4564E+17
Leaf Spot	PlantpathDog	4/1/2016 15:46	0	@RayWood_YA @FeraPlantClinic looks like a fungal leaf spot , possibly Colletotrichum? But could be a different fungus...		7.15898E+17
Leaf Spot	VaillancourtLab	4/1/2016 17:21	0	Dave Berger, ID QTL for gray leaf spot : http://www. ncbi.nlm.nih.gov/pmc/articles/P MC4059882/ …		7.15922E+17
Leaf Spot	PRDHort	6/21/2016 23:02	1	Latest KSRE #Hort newsletter: grub control, tomato leaf spot , squash bugs, watering trees, Japanese beetle, & more - http:// bit.ly/28LORNW	#Hort	7.45361E+17
Leaf Spot	BASFAgro	6/9/2016 14:30	4	Common leaf spot : a wide spread disease of strawberries caused by Mycosphaerella fragariae: http:// bit.ly/1sGTIb5 pic.twitter.com/yFn5RknSmy		7.40884E+17
Leaf Spot	GBravesTurf	5/21/2016 6:55	0	@Lakeforestcc some areas yes we have seen some leaf spot and dollar as well		7.33884E+17
Leaf Spot	JulieSmithADAS	4/14/2016 0:54	26	Lots of light leaf spot re-infection, don't miss the opportunity to top up LLS control with sclerotinia sprays. pic.twitter.com/PjNolR7vnG		7.20385E+17
Leaf Spot	Innspub1	3/14/2016 14:09	1	Resistance to powdery mildew and Cercospora leaf spot of multigerm dihaploid sugar beet http://www. innspub.net/ijaar/resistan ce-to-powdery-mildew-and-cercospora-leaf-spot-of-multigerm-dihaploid-sugar-beet-lines-and-its-inheritance-in-their-hybrids/ … pic.twitter.com/7Bdbz2bawt		7.09366E+17
Leaf Spot	AdamaUK_	3/23/2016 16:59	1	Oilseed rape growers warned over light leaf spot threat @FarmersWeekly http://www. fwi.co.uk/arable/oilseed -rape-growers-warned-over-light-leaf-spot-threat.htm#.VvK9HX8LLNY.twitter …	#	7.1267E+17
Leaf Spot	AdvancedTurf	6/2/2016 0:30	2	Prevent leaf spot and dollar spot with ArmorTech TMI 2020 XL. http:// buff.ly/1RdkYCq pic.twitter.com/rbdDBMlbNH		7.38136E+17
Leaf Spot	paceturf	3/25/2016 1:23	0	@KernsJim Let's see, it's spring, the field symptoms looks like dead spots... Maybe leaf spot ? Too big for dog footprint. Other ideas?		7.13159E+17
Leaf Spot	mizubuti	5/11/2016 14:50	0	Symptoms of rubber leaf spot caused by Phyllachora huberi. pic.twitter.com/JC7rXuQwnE		7.3038E+17
Leaf Spot	DanielLundeen	5/10/2016 0:38	0	@DillFarms holcus leaf spot . Random and scattered.		7.29803E+17
Leaf Spot	TheorApplGenet	6/13/2016 6:35	0	FaRXf1: a locus conferring resistance to angular leaf spot in octoploid strawberry: http:// goo.gl/shmvXO pic.twitter.com/YOZmELVnxP		7.42214E+17
Leaf Spot	muzeaman	6/28/2016 15:25	0	Fungicide management for gray leaf spot in corn KSU https:// webapp.agron.ksu.edu/agr_social/eu_ article.throck?article_id=1004 …		7.47783E+17
Leaf Spot	garden_answers	3/22/2016 11:56	0	New blog post from http:// GardenAnswers.com about Bacterial Leaf Spot Or Tomato Leaf Spot - http://www. gardenanswers.com/plant-diseases /bacterial-leaf-spot-or-tomato-leaf-spot/ … pic.twitter.com/0WXWTd59zc		7.12232E+17
Leaf Spot	SyngentaSteve	3/23/2016 18:44	2	Light leaf spot much? Good afternoon at @NIABTAG @SyngentaCropsUK pic.twitter.com/K37vLe6mXX		7.12696E+17
Leaf Spot	VanderpolMike	6/9/2016 15:50	2	Fairways took a big hit this spring to leaf spot . With preemerge down, makes it hard for overseeding and recovery pic.twitter.com/faUauI9MPV		7.40904E+17
Leaf Spot	psuPPEM	6/2/2016 10:21	0	Latest undergraduate researcher working on bacterial leaf spot on lettuce. #GrowingScientists pic.twitter.com/we4qOoD6cM	#GrowingScientists	7.38284E+17
Leaf Spot	migraine_motors	3/31/2016 23:56	0	@mpako1 Could be underwatering or low nutrient. Doesn't look like bacterial leaf spot . @fatalii_net		7.15659E+17
Leaf Spot	Phytotaxa	4/26/2016 0:54	0	Neopestalotiopsis vitis sp. nov. causing grapevine leaf spot in China http://www. mapress.com/j/pt/article/v iew/phytotaxa.258.1.4 …		7.24733E+17
Leaf Spot	SyngentaCropsUK	3/25/2016 8:59	4	Oilseed rape growers are being warned over light leaf spot threat. How is your crop looking? #iOSR https:// twitter.com/leafspot/statu s/713270694352654336 …	#iOSR	7.13274E+17
Leaf Spot	Cropnuts_agron	3/31/2016 0:57	0	@sophiewiles4 how many are you finding per plant? I was seeing 1-2 yesterday. Much Light Leaf Spot ?		7.15312E+17
Leaf Spot	EurekaMag	5/19/2016 9:05	0	#EurekaMag Camptomeris leaf spot on the tropical forage legume Leucaena leucocephala http:// dlvr.it/LLdmm1	#EurekaMag	7.33192E+17
Leaf Spot	UNLturf	6/28/2016 0:52	9	Amazing how just an app of N in late May prevented the occurrence of gray leaf spot on the PRYE. Lean plots look bad pic.twitter.com/M1SMdTOhoG		7.47563E+17
