username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Life_Sciences_;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy3YM";;;#EurekaMag;"667053721075847168";https://twitter.com/Life_Sciences_/status/667053721075847168
Sciencia;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy46Q";;;#EurekaMag;"667053700922277888";https://twitter.com/Sciencia/status/667053700922277888
hiasilrdne;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy49B";;;#EurekaMag;"667053681511034880";https://twitter.com/hiasilrdne/status/667053681511034880
getunakac;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy8X6";;;#EurekaMag;"667053672304545792";https://twitter.com/getunakac/status/667053672304545792
Science_Alerts;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy8mM";;;#EurekaMag;"667053672304504833";https://twitter.com/Science_Alerts/status/667053672304504833
Olericulture;2015-11-18 19:56;0;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/Cmy5yg";;;#EurekaMag;"667053669146234880";https://twitter.com/Olericulture/status/667053669146234880
Hydroponic_Syst;2015-11-18 19:01;0;0;"No more Fusarium problems using @Hydroponic_Syst . Check it out in our new video!! http:// bit.ly/1l65jwz";;@Hydroponic_Syst;;"667039883102437376";https://twitter.com/Hydroponic_Syst/status/667039883102437376
AntibioticResis;2015-11-18 18:25;0;0;"A novel ionic liquid-tolerant Fusarium oxysporum BN secreting ionic liquid-stable cellulase:… http:// dlvr.it/CmwV2V #AMR #ABresistance";;;#AMR #ABresistance;"667030908398997504";https://twitter.com/AntibioticResis/status/667030908398997504
EurekaMag;2015-11-18 18:10;245;0;"#EurekaMag Lesions induced in rodents by extracts from cultures of Fusarium poae and F. sporotrichioides http:// dlvr.it/CmwFxm";;;#EurekaMag;"667027126114103296";https://twitter.com/EurekaMag/status/667027126114103296
JimBradeen;2015-11-18 18:01;1;2;"New #UMN pub ( @CorbyKistler @LotusLofgren ): Pop Subdivision of Fusarium from #Barley & #Wheat in Upper Midwest US... http:// apsjournals.apsnet.org/doi/abs/10.109 4/PHYTO-01-15-0021-R …";;@CorbyKistler @LotusLofgren;#UMN #Barley #Wheat;"667024736485031936";https://twitter.com/JimBradeen/status/667024736485031936
RODRIGOcardnas;2015-11-18 17:43;0;0;"#Fusarium pic.twitter.com/NhVTD3dGCf";;;#Fusarium;"667020229764063232";https://twitter.com/RODRIGOcardnas/status/667020229764063232
BioversityInt;2015-11-18 14:40;0;1;"#WatchingNow : Fighting #PanamaDisease in #CostaRica http:// bit.ly/1PNDS66 - #fusarium #banana";;;#WatchingNow #PanamaDisease #CostaRica #fusarium #banana;"666974198720499712";https://twitter.com/BioversityInt/status/666974198720499712
BibVirtual_UCLA;2015-11-18 13:21;0;0;"HERNÁN LAURENTIN : EVALUACIÓN DE GERMOPLASMA DE AJONJOLÍ (SESAMUM INDICUM L.) A LA INFECCIÓN CAUSADA POR FUSARIUM OXYSPORUM F.SP. SESAMI";;;;"666954300866826240";https://twitter.com/BibVirtual_UCLA/status/666954300866826240
CMatKHGC;2015-11-18 09:05;4;3;"Spraying greens today with Banner Maxx and Ferrosol iron. Should protect greens from fusarium for up to 6 weeks. pic.twitter.com/BTrHWaYBJp";;;;"666890042057576448";https://twitter.com/CMatKHGC/status/666890042057576448
ForestPathology;2015-11-18 03:57;3;5;"Pitch canker on loblolly pine. #fusarium #pine health pic.twitter.com/Uokv7RwUPR";;;#fusarium #pine;"666812519583903748";https://twitter.com/ForestPathology/status/666812519583903748
AqleemAbbas;2015-11-17 18:26;0;0;"Fusarium Dry Rot and Seed Piece Decay Causal Organism Fusarium spp. (fungus) Affects tubers http:// fb.me/2BJ8SIOu5";;;;"666668761328582656";https://twitter.com/AqleemAbbas/status/666668761328582656
lepido_papers;2015-11-17 17:40;0;0;"Autophagy contributes to regulation of nuclear dynamics during vegetative growth and hyphal fusion in Fusarium … http:// dlvr.it/CmPpBd";;;;"666657055344713728";https://twitter.com/lepido_papers/status/666657055344713728
AntibioticResis;2015-11-17 12:18;0;0;"Specific antifungal susceptibility profiles of opportunists in the Fusarium fujikuroi complex. http:// dlvr.it/CmGbyf #AMR #ABresistance";;;#AMR #ABresistance;"666576117961109509";https://twitter.com/AntibioticResis/status/666576117961109509
Gazzer27Marsh;2015-11-17 12:00;0;1;"@gtcamplin fusarium is now under control mate no more activity at present but will monitor daily thanks for your support throughout the year";;@gtcamplin;;"666571696141414402";https://twitter.com/Gazzer27Marsh/status/666571696141414402
gtcamplin;2015-11-17 11:59;0;0;"@Gazzer27Marsh played yesterday greens still top notch but looks like that Fusarium is trying to get hold on a few more";;@Gazzer27Marsh;;"666571279609253888";https://twitter.com/gtcamplin/status/666571279609253888
seibutsu_seigyo;2015-11-17 04:51;0;0;"輪読 "A γ-lactamase from cereal infecting Fusarium spp. catalyses the first step in t..." (via #bookendsontap ) http://www. sciencedirect.com/science/articl e/pii/S1087184515300177 …";;;#bookendsontap;"666463552291536896";https://twitter.com/seibutsu_seigyo/status/666463552291536896
markahubbard;2015-11-17 01:18;0;1;"[ Fusarium oxysporum] uses sex pheromone receptor for chemotropic sensing of host [Solanum lycoper] http://www. nature.com/nature/journal /vaop/ncurrent/full/nature15516.html … via @mattVDiLeo";;@mattVDiLeo;;"666410125624668160";https://twitter.com/markahubbard/status/666410125624668160
jitunews;2015-11-16 17:30;1;0;"Waspadai Layu Fusarium Pada Tanaman Cabai http:// jitunews.com/read/13509/was padai-layu-fusarium-pada-tanaman-cabai … #Jitunews #InfoJitu";;;#Jitunews #InfoJitu;"666292176142241792";https://twitter.com/jitunews/status/666292176142241792
VeggiesbySakata;2015-11-16 16:17;1;1;"Area Manager Cory Dombrowski relays the benefits of Belmont watermelon. Fusarium resistant, dark rind & firm flesh! pic.twitter.com/74YNZVSifq";;;;"666273789605502977";https://twitter.com/VeggiesbySakata/status/666273789605502977
LeeParkGolfClub;2015-11-16 16:03;0;5;"All 19 greens still clear of any fusarium - top preventative work by our green staff";;;;"666270282898907136";https://twitter.com/LeeParkGolfClub/status/666270282898907136
Gregory011;2015-11-16 00:10;0;0;"Nep1 Protein from Fusarium oxysporum Enhances Biological Control of Opium Poppy by Pleospora papaveracea. - PubMed - NCBI http://www.ncbi.n";;;;"666030636600336385";https://twitter.com/Gregory011/status/666030636600336385
EXO92PCY__twt;2015-11-15 13:07;0;0;"Fusarium brisik ah[]";;;;"665863752017842177";https://twitter.com/EXO92PCY__twt/status/665863752017842177
nnonomi_333;2015-11-15 11:54;0;1;"@Fusarium _";;@Fusarium;;"665845238741602305";https://twitter.com/nnonomi_333/status/665845238741602305
PBrierley;2015-11-15 05:45;0;0;"@YCEDA_DesertAg is thrilled to have such a diverse group of stakeholders attacking this problem. #Fusarium #FW2015 https:// twitter.com/AZScienceDesk/ status/665309672388210688 …";;@YCEDA_DesertAg;#Fusarium #FW2015;"665752526180892672";https://twitter.com/PBrierley/status/665752526180892672
GuillermoRossi;2015-11-15 01:08;2;0;"Buenas condiciones para el llenado de grano del #trigo este año en Uruguay. Fusarium no sería un problema. #ags http:// goo.gl/jvTjXu";;;#trigo #ags;"665682850948190209";https://twitter.com/GuillermoRossi/status/665682850948190209
LandscapeTexas;2015-11-14 22:02;0;0;"Know the signs and symptoms of Fusarium Wilt disease in palms! Check out a quick info sheet at http:// ow.ly/UCauj";;;;"665635829231067136";https://twitter.com/LandscapeTexas/status/665635829231067136
todoelcampouru;2015-11-14 19:19;0;0;"Trigo: Aseguran que el fusarium no va a ser problema http:// ow.ly/UEu9P";;;;"665594967939747840";https://twitter.com/todoelcampouru/status/665594967939747840
KoreyPeters;2015-11-14 16:07;0;0;"@landon707 @Smithfamilyseed @rgstone1 new varieties are getting us into more spring wheat and less winter wheat. Fusarium issues in ww.";;@landon707 @Smithfamilyseed @rgstone1;;"665546676292026372";https://twitter.com/KoreyPeters/status/665546676292026372
izumin_0328;2015-11-14 15:42;0;1;"@Fusarium _ 凄い羨ましい。いい学校だね笑";;@Fusarium;;"665540214840913920";https://twitter.com/izumin_0328/status/665540214840913920
izumin_0328;2015-11-14 15:40;0;0;"@Fusarium _ テツくんめっちゃ真剣にメモってあって惚れそう まあ知って損はないからいいんじゃないかな笑";;@Fusarium;;"665539765723230208";https://twitter.com/izumin_0328/status/665539765723230208
SolisMIgnacio;2015-11-14 15:39;4;2;"@llavorsplanters Nuestra variedad de garbanzo ITALICA de gran calibre y resistente a Fusarium entra en la Lista de Variedades Comerciales.";;@llavorsplanters;;"665539497766047744";https://twitter.com/SolisMIgnacio/status/665539497766047744
izumin_0328;2015-11-14 15:25;0;1;"@Fusarium _ 興味ない子も勉強になりそうだからすごい羨ましい笑";;@Fusarium;;"665536129299382273";https://twitter.com/izumin_0328/status/665536129299382273
izumin_0328;2015-11-14 15:11;0;1;"@Fusarium _ 俺らからしたら、そんなことあるの！？ってことも向こうの人にとっては普通なこととかあるし。 大佐の学校凄い羨ましいわ";;@Fusarium;;"665532409304059908";https://twitter.com/izumin_0328/status/665532409304059908
izumin_0328;2015-11-14 15:05;0;0;"@Fusarium _ おすすめってゆーのかな？◯◯さんがフォローしてますよー的な感じの出てくるやん それでテツくんのメモが表示されてて全部読んだよね。 こっちでは報道されないこととかもあるし、沖縄視点の平和はほんとに勉強になるよね";;@Fusarium;;"665531090434588672";https://twitter.com/izumin_0328/status/665531090434588672
izumin_0328;2015-11-14 15:00;0;0;"@Fusarium _ めっちゃよくない？ 今年戦後70年だし、めっちゃ勉強にもなるし。テツくん？のツイート見てガマのこととか書いてあって平和学習充実してるなーって思った";;@Fusarium;;"665529673607081984";https://twitter.com/izumin_0328/status/665529673607081984
HDellOnte;2015-11-14 12:56;0;0;"Trigo: Aseguran que el fusarium no va a ser problema http://www. todoelcampo.com.uy/espanol/trigo- aseguran-que-el-fusarium-no-va-a-ser-problema-15?nid=20095 …";;;;"665498446892257280";https://twitter.com/HDellOnte/status/665498446892257280
Plantpathol;2015-11-14 10:45;0;0;"Isolation of Host Specific Endophytic Fungus, Fusarium Equiseti, from Nothopegia Bedomei, Wayanadica Occurring in... http:// fb.me/4rA6n4X8p";;;;"665465566115811328";https://twitter.com/Plantpathol/status/665465566115811328
EurekaMag;2015-11-14 05:08;0;0;"#EurekaMag Modification of the exogenous carbon and nitrogen requirements for chlamydospore germination of Fusarium … http:// dlvr.it/CkqTWW";;;#EurekaMag;"665380650266984448";https://twitter.com/EurekaMag/status/665380650266984448
Mister_Fusarium;2015-11-14 02:22;0;0;"Eastbound traffic now open 1 laneboth on #highway1 at Webb west of #SwiftCurrent due to #MVC . #SkRoads";;;#highway1 #SwiftCurrent #MVC #SkRoads;"665339031627022338";https://twitter.com/Mister_Fusarium/status/665339031627022338
Mister_Fusarium;2015-11-14 02:07;0;0;"Traffic stopped both directions on #highway1 at Webb west of #SwiftCurrent due to #MVC";;;#highway1 #SwiftCurrent #MVC;"665335176113713152";https://twitter.com/Mister_Fusarium/status/665335176113713152
plantgenome;2015-11-13 21:31;0;0;"Genomic selection for predicting Fusarium head blight resistance in a #wheat breeding program https:// goo.gl/PceYl7";;;#wheat;"665265658314166273";https://twitter.com/plantgenome/status/665265658314166273
Stampseeds;2015-11-13 20:22;0;0;"Interesting research from @UofLethbridge on Fusarium G control methods using RNA interference: http://www. uleth.ca/unews/article/ gold-medal-winning-igem-team-may-have-answer-widespread-agricultural-problem#.VkY2rV9fOnM …";;@UofLethbridge;#;"665248422392258560";https://twitter.com/Stampseeds/status/665248422392258560
asbama_;2015-11-13 17:44;0;0;"Finalizamos con sección de preguntas jornada de Taller teórico sobre Raza 4 Tropical de Fusarium Oxysporum-Cubense pic.twitter.com/EqGKHSLMxO";;;;"665208559219703808";https://twitter.com/asbama_/status/665208559219703808
YCEDA_DesertAg;2015-11-13 17:15;0;0;"Industry and researchers together to come up with ideas and applications to manage fusarium wilt in lettuce #FW2015 pic.twitter.com/Es56dkQM2U";;;#FW2015;"665201374255144960";https://twitter.com/YCEDA_DesertAg/status/665201374255144960
elvaquerourbano;2015-11-13 16:51;1;0;"Entre las enfermedades de #Garbanzos Rabia del garbanzo, Fusarium sp";;;#Garbanzos;"665195167138324480";https://twitter.com/elvaquerourbano/status/665195167138324480
asbama_;2015-11-13 16:49;0;0;"Taller práctico sobre el "Mal de Panamá" Raza 4 Tropical de Fusarium Oxysporum. @asbama_ @ICACOLOMBIA pic.twitter.com/eTN5wBgWY1";;@asbama_ @ICACOLOMBIA;;"665194665017221120";https://twitter.com/asbama_/status/665194665017221120
asbama_;2015-11-13 16:05;0;0;"¿Qué causa el Mal de Panamá? El Fusarium Oxysporum -Cubense (Foc) Raza 4 Tropical.Clasificado dentro de la categoría de Hongo. @ICACOLOMBIA";;@ICACOLOMBIA;;"665183588976074754";https://twitter.com/asbama_/status/665183588976074754
drkhaledarafat;2015-11-13 13:18;0;0;"I've just posted a new blog: The genus Fusarium .pdf http:// ift.tt/1SNvtQ8";;;;"665141608510332928";https://twitter.com/drkhaledarafat/status/665141608510332928
drkhaledarafat;2015-11-13 13:18;0;0;"I've just posted a new blog: The Fusarium Laboratory Manual.pdf http:// ift.tt/1ktGeMn";;;;"665141606257967104";https://twitter.com/drkhaledarafat/status/665141606257967104
drkhaledarafat;2015-11-13 13:18;0;0;"I've just posted a new blog: Fusarium Mycotoxins, Taxonomy and Pathogenicity.pdf http:// ift.tt/1ktGfQb";;;;"665141597881896960";https://twitter.com/drkhaledarafat/status/665141597881896960
drkhaledarafat;2015-11-13 13:18;0;0;"I've just posted a new blog: Fusarium Head Blight in Latin America.pdf http:// ift.tt/1SNvvYb";;;;"665141595805757441";https://twitter.com/drkhaledarafat/status/665141595805757441
drkhaledarafat;2015-11-13 13:18;0;0;"I've just posted a new blog: Fusarium Genomics, Molecular and Cellular Biology.pdf http:// ift.tt/1ktGevQ";;;;"665141593721217024";https://twitter.com/drkhaledarafat/status/665141593721217024
toximet;2015-11-13 12:37;0;1;"Geography and climate to cause Fusarium in China http://www. allaboutfeed.net/Nutrition/Raw- Materials/2015/10/Geography-and-climate-to-case-Fusarium-in-China-2701402W/ …";;;;"665131407489048576";https://twitter.com/toximet/status/665131407489048576
raydcoker;2015-11-13 12:36;0;1;"Geography and climate to cause Fusarium in China http://www. allaboutfeed.net/Nutrition/Raw- Materials/2015/10/Geography-and-climate-to-case-Fusarium-in-China-2701402W/ …";;;;"665131179700568064";https://twitter.com/raydcoker/status/665131179700568064
Life_Sciences_;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR2zg";;;#EurekaMag;"665089568756994048";https://twitter.com/Life_Sciences_/status/665089568756994048
Science_Alerts;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR4V1";;;#EurekaMag;"665089560490045440";https://twitter.com/Science_Alerts/status/665089560490045440
Sciencia;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR1tS";;;#EurekaMag;"665089544723677184";https://twitter.com/Sciencia/status/665089544723677184
Olericulture;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR3CL";;;#EurekaMag;"665089532644061184";https://twitter.com/Olericulture/status/665089532644061184
getunakac;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR3b1";;;#EurekaMag;"665089521264910336";https://twitter.com/getunakac/status/665089521264910336
hiasilrdne;2015-11-13 09:51;0;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkR3Y4";;;#EurekaMag;"665089511454474240";https://twitter.com/hiasilrdne/status/665089511454474240
EurekaMag;2015-11-13 08:05;245;0;"#EurekaMag Mutagenic effect of benomyl on Fusarium oxysporum http:// dlvr.it/CkNyFZ";;;#EurekaMag;"665062814965370880";https://twitter.com/EurekaMag/status/665062814965370880
YCEDA_DesertAg;2015-11-13 06:29;0;1;"Great coverage of our #Fusarium Wilt symposium on Yuma TV Today! #FW15 http://www. kyma.com/fungus-infecti ng-hundreds-of-acres-of-lettuce/ …";;;#Fusarium #FW15;"665038775094026240";https://twitter.com/YCEDA_DesertAg/status/665038775094026240
YCEDA_DesertAg;2015-11-12 21:27;0;1;"We are hearing from people in the industry about their dealings with Fusarium Wilt #FW2015 #WorkingTogether pic.twitter.com/TXtHzbnjWW";;;#FW2015 #WorkingTogether;"664902433160622080";https://twitter.com/YCEDA_DesertAg/status/664902433160622080
SchmaleLab;2015-11-12 21:03;0;0;"#RayDavid sharing his work on #spore #release of #fusarium #graminearum #PPWS2015Symposium @RDavidVT pic.twitter.com/7uAPsREA5j";;@RDavidVT;#RayDavid #spore #release #fusarium #graminearum #PPWS2015Symposium;"664896221258076160";https://twitter.com/SchmaleLab/status/664896221258076160
hgiclas;2015-11-12 20:10;0;0;"YCEDA convenes an important international summit on lettuce fusarium wilt learning lots about this problem! Thanks pic.twitter.com/hQSdZDowFR";;;;"664883043300052992";https://twitter.com/hgiclas/status/664883043300052992
YCEDA_DesertAg;2015-11-12 19:36;1;1;""We need to manage the pathogens, not let them manage us." - Dr. Richard Michelmore at the #YCEDA #Fusarium Wilt symposium #FW2015";;;#YCEDA #Fusarium #FW2015;"664874345718611968";https://twitter.com/YCEDA_DesertAg/status/664874345718611968
agroinnova;2015-11-12 18:35;1;1;"Confronting out results on #fusarium wilt of #lettuce . @spinto_it @EmphasisProject @AgriNewTech";;@spinto_it @EmphasisProject @AgriNewTech;#fusarium #lettuce;"664858947904368640";https://twitter.com/agroinnova/status/664858947904368640
YCEDA_DesertAg;2015-11-12 18:05;0;0;"Ainton Reis is also studying and looking for a solution for fusarium wilt in Brazil #FW2015 pic.twitter.com/YdMHbUtTcV";;;#FW2015;"664851596824547328";https://twitter.com/YCEDA_DesertAg/status/664851596824547328
YCEDA_DesertAg;2015-11-12 17:46;0;0;"Italy is also in this fight! Lodovica Gullino is sharing Italy's struggle with fusarium wilt in lettuce #FW2015 pic.twitter.com/Bo8uvoL084";;;#FW2015;"664846659583541248";https://twitter.com/YCEDA_DesertAg/status/664846659583541248
YCEDA_DesertAg;2015-11-12 17:25;1;1;"Over 150 researchers and industry professionals at our #Fusarium Wilt of Lettuce Symposium today! #FW2015 #YCEDA pic.twitter.com/rSTulTRiqg";;;#Fusarium #FW2015 #YCEDA;"664841373548285952";https://twitter.com/YCEDA_DesertAg/status/664841373548285952
YCEDA_DesertAg;2015-11-12 17:21;0;0;"Masashi Fujinaga says fusarium wilt is a problem in Japan too! #FW2015 #ProblemSolving pic.twitter.com/GKcyfAzn7y";;;#FW2015 #ProblemSolving;"664840461245255680";https://twitter.com/YCEDA_DesertAg/status/664840461245255680
PPT_Search;2015-11-12 17:09;0;0;"fusarium wilt PowerPoint Slides - http://www. ppthunter.com/fusarium-wilt. htm … #fusarium #wilt";;;#fusarium #wilt;"664837506362404864";https://twitter.com/PPT_Search/status/664837506362404864
PPT_Search;2015-11-12 17:09;0;0;"fusarium PowerPoint Slides - http://www. ppthunter.com/fusarium.htm #powerpoint #slide #fusarium";;;#powerpoint #slide #fusarium;"664837333510971392";https://twitter.com/PPT_Search/status/664837333510971392
YCEDA_DesertAg;2015-11-12 16:50;0;0;"You can't tell by sight if it's fusarium , some diseases show up similarly. Investigation is needed - Steven Koike pic.twitter.com/HldHjnDCPu";;;;"664832713828896768";https://twitter.com/YCEDA_DesertAg/status/664832713828896768
agroinnova;2015-11-12 16:49;1;0;"Agroinnova expertise on #fusarium wilt of #lettuce at #Yuma , AZ @spinto_it @trainingday";;@spinto_it @trainingday;#fusarium #lettuce #Yuma;"664832295505760256";https://twitter.com/agroinnova/status/664832295505760256
YCEDA_DesertAg;2015-11-12 16:39;0;0;"Getting started with the Conference on Desert Agriculture: Fusarium Wilt #FW2015 pic.twitter.com/kqz06nOIBV";;;#FW2015;"664829762259390464";https://twitter.com/YCEDA_DesertAg/status/664829762259390464
jairmejia392;2015-11-12 16:36;0;0;"ICA, Asbama socializan campaña contra Fusarium O R4 pic.twitter.com/wO986JeGIM";;;;"664829154341339136";https://twitter.com/jairmejia392/status/664829154341339136
yakugaku56;2015-11-12 16:08;1;15;"【 Fusarium 属】 ふざけるな！ゼニガタのとっつぁんと不二子 ※ふざ： Fusarium 属 ゼ：ゼアラレノン ニ：二バレノール とっつ：T-2トキシン 不：フモニシン";;;;"664822026780065792";https://twitter.com/yakugaku56/status/664822026780065792
phy_papers;2015-11-12 16:08;0;0;"Variation in Type A Trichothecene Production and Trichothecene Biosynthetic Genes in Fusarium goolgardi from… http:// dlvr.it/Ck6ZkB";;;;"664821969175445504";https://twitter.com/phy_papers/status/664821969175445504
MPPjournal;2015-11-12 16:07;0;0;"FREE paper - A transcription factor FgSte12 is required for pathogenicity in Fusarium graminearum http:// ow.ly/Uz7Ww #plantpath";;;#plantpath;"664821731429883904";https://twitter.com/MPPjournal/status/664821731429883904
MPPjournal;2015-11-12 15:28;0;0;"@plantscinews FHB caused by Fusarium graminearum. Affects cereals. The fungus produces mycotoxins- renders crops unfit for consumption";;@plantscinews;;"664811963151720448";https://twitter.com/MPPjournal/status/664811963151720448
MPPjournal;2015-11-12 15:26;0;0;"RT @plantscinews : How to manage Fusarium Head Blight best? #plantpathtalk";;@plantscinews;#plantpathtalk;"664811561362567169";https://twitter.com/MPPjournal/status/664811561362567169
PlantSciNews;2015-11-12 15:23;1;1;"How to manage Fusarium Head Blight best? #plantpathtalk";;;#plantpathtalk;"664810801182711808";https://twitter.com/PlantSciNews/status/664810801182711808
rgstone1;2015-11-12 15:20;0;1;"@oldipp I've got a rat in the back of my pickup and some fusarium in my pocket. That should keep me safe";;@oldipp;;"664810081226100736";https://twitter.com/rgstone1/status/664810081226100736
Innspub1;2015-11-12 14:20;0;4;"Importance and management of fusarium wilt ( Fusarium udum Butler) of pigeonpea http:// pinterest.com/pin/4647856240 22907415/ …";;;;"664794970138779648";https://twitter.com/Innspub1/status/664794970138779648
Nuevalor;2015-11-12 14:20;0;0;"RT Innspub1: Importance and #management of #fusarium #wilt ( Fusarium udum Butler) of #pigeonpea … pic.twitter.com/KKB2dhO9We";;;#management #fusarium #wilt #pigeonpea;"664794935514824704";https://twitter.com/Nuevalor/status/664794935514824704
Innspub1;2015-11-12 14:09;1;5;"Importance and #management of #fusarium #wilt ( Fusarium udum Butler) of #pigeonpea https://www. academia.edu/9177332/Import ance_and_management_of_fusarium_wilt_Fusarium_udum_Butler_of_pigeonpea … #Kenya pic.twitter.com/BrP6ze5fry";;;#management #fusarium #wilt #pigeonpea #Kenya;"664792117076623360";https://twitter.com/Innspub1/status/664792117076623360
ACSearus;2015-11-11 23:30;0;0;"Sandías injertadas en calabazas, resistentes al hongo Fusarium , en Los Palacios y Villafranca. http:// searus.blogspot.com.es/2014/04/sandia -injertada-en-calabazas-en-los.html …";;;;"664570985174204416";https://twitter.com/ACSearus/status/664570985174204416
wheat_papers;2015-11-11 18:51;0;0;"The Sch9 kinase regulates conidium size, stress responses, and pathogenesis in Fusarium graminearum. http:// dlvr.it/Cjj86x";;;;"664500597740036096";https://twitter.com/wheat_papers/status/664500597740036096
asbama_;2015-11-11 16:35;0;0;"¿Qué causa el Mal de Panamá? El Fusarium Oxysporum -Cubense (Foc) Raza 4 Tropical.Clasificado dentro de la categoría de Hongo. @ICACOLOMBIA";;@ICACOLOMBIA;;"664466416154865664";https://twitter.com/asbama_/status/664466416154865664
wheat_papers;2015-11-11 16:17;0;0;"Efficacy of zinc compounds in controlling Fusarium head blight and deoxynivalenol formation… http:// dlvr.it/CjfNGs pic.twitter.com/pdsBq3Xv0G";;;;"664461849711120384";https://twitter.com/wheat_papers/status/664461849711120384
Phytpath_Papers;2015-11-11 12:37;0;0;"The Sch9 kinase regulates conidium size, stress responses, and pathogenesis in Fusarium graminearum. http:// dlvr.it/CjYRPQ";;;;"664406478233595904";https://twitter.com/Phytpath_Papers/status/664406478233595904
SamuelKramer6;2015-11-11 09:46;0;0;"Scientists work to help wheat fend off fusarium http://www. rothamsted.ac.uk/news-views/sci entists-work-help-wheat-fend-fusarium …";;;;"664363599306080256";https://twitter.com/SamuelKramer6/status/664363599306080256
JeanMichelAne;2015-11-11 01:53;0;0;"Natural Mechanisms of Soil Suppressiveness Against Diseases Caused by Fusarium , Rhizoctonia, Pythium, and Phyt... http:// sco.lt/8e5Q0n";;;;"664244521639747584";https://twitter.com/JeanMichelAne/status/664244521639747584
Marcelvanst;2015-11-10 21:44;0;0;"@28hilderman last yr sold horrific looking/ fusarium infected #4CWAD $10/bu P&H...this yr we grew #1CWAD and kinda want same on balance left";;@28hilderman;#4CWAD #1CWAD;"664181826488016896";https://twitter.com/Marcelvanst/status/664181826488016896
drkhaledarafat;2015-11-10 19:38;0;0;"I've just posted a new blog: مرض العفن الجاف Dry Rot فطر Fusarium spp http:// ift.tt/1GVtPdV";;;;"664150219752345600";https://twitter.com/drkhaledarafat/status/664150219752345600
tailohthedug;2015-11-10 18:06;1;0;"@lynnefriedli @alibali50 @EyemouthGolf Hope their grass gets Fusarium .";;@lynnefriedli @alibali50 @EyemouthGolf;;"664127066091225088";https://twitter.com/tailohthedug/status/664127066091225088
AgrocalidadEC;2015-11-10 14:57;2;3;"Presentó las medidas de prevención para Fusarium R4T Ecuador en la VI Cumbre Mundial del Banano #EcuadorEsCalidad pic.twitter.com/oJlJ9Md5CA";;;#EcuadorEsCalidad;"664079515644207104";https://twitter.com/AgrocalidadEC/status/664079515644207104
agrinova;2015-11-10 14:49;2;0;"NUEVO|| TRICO PLUS A fungicida biológico para el control de enfermedades provocadas por hongos como Fusarium , Rhizoctonia, entre otros....";;;;"664077304193134592";https://twitter.com/agrinova/status/664077304193134592
wheat_papers;2015-11-10 14:27;0;0;"PAM: Particle Automata Model in Simulation of Fusarium Graminearim Pathogen Expansion. http:// dlvr.it/Cj70dQ pic.twitter.com/4eSXofemTV";;;;"664071777786564608";https://twitter.com/wheat_papers/status/664071777786564608
FrontMicrobiol;2015-11-10 12:38;0;1;"Fusarium Oxysporum Volatiles Enhance Plant Growth Via Affecting Auxin Transport and Signaling: Vasileios Bitas... http:// bit.ly/1WOLfL6";;;;"664044476105555968";https://twitter.com/FrontMicrobiol/status/664044476105555968
WGCcourse;2015-11-10 09:58;0;0;"2/2 ref fusarium contd..... it is almost impossible to prevent it altogether. Greens have been and will be sprayed through the winter period";;;;"664004083049742336";https://twitter.com/WGCcourse/status/664004083049742336
WGCcourse;2015-11-10 09:56;0;0;"Small yellowy scarring on the greens is bog standard ' fusarium ' - it love humid, warm, muggy conditions - just as we have at the moment..!";;;;"664003732351373313";https://twitter.com/WGCcourse/status/664003732351373313
DojoPhilippines;2015-11-10 03:58;0;0;"Dojo Organics fighting the Fusarium Wilt tissue on a glass disc. The outer cloud is Dojo Organics microbes... http:// fb.me/42IDjdTJ7";;;;"663913577959456768";https://twitter.com/DojoPhilippines/status/663913577959456768
Life_Sciences_;2015-11-10 03:48;0;0;"#EurekaMag Fusarium toxin residues in physiological samples of piglets http:// dlvr.it/ChtwSB";;;#EurekaMag;"663911018481881088";https://twitter.com/Life_Sciences_/status/663911018481881088
