username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
fmartin1954;2016-11-17 08:44;12;4;"Effector profiles distinguish formae speciales of Fusarium oxysporum- van Dam - 2016 - Environment... | @scoopit http:// sco.lt/6Sh9Ll";;@scoopit;;"799156144765894656";https://twitter.com/fmartin1954/status/799156144765894656
IntiSariAlam;2016-11-17 06:31;0;0;"Perhatikan Gambar Di Bawah Ya... Batang pepaya busuk disebakan oleh jamur Fusarium . Dimana kalau sudah kena sulit... http:// fb.me/1yXQ5uLle";;;;"799122875374567424";https://twitter.com/IntiSariAlam/status/799122875374567424
fuentesderecho;2016-11-16 22:09;0;0;"@corpica @jlucasrestrepo saludo, cómo se comportan las nuevas variedades de uchuva Andina y Dorada con respecto a marchitez x Fusarium ?";;@corpica @jlucasrestrepo;;"798996467524374528";https://twitter.com/fuentesderecho/status/798996467524374528
farmsofcanada;2016-11-16 19:47;0;2;"@wstevenson4 just got a grade back 3.8% Fusarium";;@wstevenson4;;"798960742821072896";https://twitter.com/farmsofcanada/status/798960742821072896
ab_lawn;2016-11-16 18:57;0;0;"There is a lot of diseases about at the moment, leaf & dollar spot as well as Fusarium . Have a Disease, send us a picture.";;;;"798948188279500801";https://twitter.com/ab_lawn/status/798948188279500801
agroslidebank;2016-11-16 14:25;0;0;"GOLPE BLANCO ( Fusarium graminearum) http:// asb.com.ar/enfermedades-2 /trigo-enfermedades-2/fusarium/ … pic.twitter.com/vrXIxAd42f";;;;"798879621584474112";https://twitter.com/agroslidebank/status/798879621584474112
MFadjarin;2016-11-16 13:43;0;0;"Perhatikan Gambar Di Bawah Ya... Batang pepaya busuk disebakan oleh jamur Fusarium . Dimana kalau sudah kena sulit... http:// fb.me/10Y5SFFbB";;;;"798869032443281408";https://twitter.com/MFadjarin/status/798869032443281408
MPPjournal;2016-11-16 12:31;1;0;"Dispensable chromosomes! Honest http:// onlinelibrary.wiley.com/doi/10.1111/mp p.12440/full … #plantpath #Fusarium";;;#plantpath #Fusarium;"798851045145202688";https://twitter.com/MPPjournal/status/798851045145202688
bansteadgolf;2016-11-16 08:33;2;1;"Fungicide being applied to all putting surfaces this morning to control the fusarium patch disease outbreak pic.twitter.com/sElGzYfuVc";;;;"798791144339480576";https://twitter.com/bansteadgolf/status/798791144339480576
deb_maes;2016-11-16 02:15;0;0;"@Vegetables_Inc fusarium , nematodes and asparagus dying back";;@Vegetables_Inc;;"798695925631819776";https://twitter.com/deb_maes/status/798695925631819776
Plant_Pathogens;2016-11-16 02:06;0;2;"Hot topic in latest issue of APDN [OA]: Detection of Fusarium oxysporum f. sp. cubense tropical race 4 in north. Qld http:// link.springer.com/article/10.100 7/s13314-016-0218-1 …";;;;"798693724360323072";https://twitter.com/Plant_Pathogens/status/798693724360323072
AgroDren1;2016-11-16 00:29;0;0;"| Aguacates con problemas de Fusarium . Evita este tipo de enfermedades con nuestro Sistema de Drenaje Agrícola Parcelario. | pic.twitter.com/wnY8V1MR0Q";;;;"798669263355547649";https://twitter.com/AgroDren1/status/798669263355547649
bioscription;2016-11-16 00:22;1;0;"A 20 year investigation has finally uncovered the genetics behind resistance to wheat scab ( Fusarium head blight). https://www. facebook.com/Bioscription/p osts/1750933138492591 …";;;;"798667627904188416";https://twitter.com/bioscription/status/798667627904188416
pjderoc;2016-11-15 23:12;0;0;"Speaker & poster abstracts for 8th CWFHB & 3rd Canadian #Wheat Symposium are posted at http://www. cwfhb-cws.com/abstracts/ #Westcdnag #fusarium";;;#Wheat #Westcdnag #fusarium;"798649947109224448";https://twitter.com/pjderoc/status/798649947109224448
GYTINSUMOS;2016-11-15 17:57;5;2;"Mapa de riesgo de Fusarium . Actualizado al 14/11. Fuente: @intaargentina pic.twitter.com/jLzwKUKCIw";;@intaargentina;;"798570506446249984";https://twitter.com/GYTINSUMOS/status/798570506446249984
pablobressa;2016-11-15 16:50;0;0;"Fusarium en zona núcleo. .heladas en zona centro e inundaciones en el oeste. Como será la cosecha de trigo en pcial de bs as.";;;;"798553787745136641";https://twitter.com/pablobressa/status/798553787745136641
pablobressa;2016-11-15 16:40;7;3;"Fusarium en trigo en el NO de Bs As pic.twitter.com/lEGAxee5Ar";;;;"798551182960492544";https://twitter.com/pablobressa/status/798551182960492544
Biogya_seeds;2016-11-15 16:13;0;0;"Il #melone #Alvi39F1 Resiste a patogeni e malattie Resistenza al Fusarium oxysporum f. sp. melonis, Raza 0 - 1 - 2. #Salute voto +9";;;#melone #Alvi39F1 #Salute;"798544556610486272";https://twitter.com/Biogya_seeds/status/798544556610486272
NLFRTA;2016-11-15 15:52;0;0;"VOMITOXIN & FUSARIUM SOLUTION. https:// lnkd.in/gA6CX7c";;;;"798539296370085889";https://twitter.com/NLFRTA/status/798539296370085889
NewgroundAg;2016-11-15 15:02;0;0;"Kansas State University scientists gain upper hand on devastating #wheat scab disease ( Fusarium head blight) http:// ow.ly/bt0O306bOLX";;;#wheat;"798526578925912066";https://twitter.com/NewgroundAg/status/798526578925912066
UrbanHidroponik;2016-11-15 04:26;0;0;"Pengendalian Penyakit Layu Fusarium dan Busuk Umbi pada Bawang Merah http://www. urbanhidroponik.com/2016/11/pengen dalian-penyakit-bawang-merah-layu-daun-busuk-akar.html#.WCqAcjys2ws.twitter …";;;#;"798366598046355456";https://twitter.com/UrbanHidroponik/status/798366598046355456
absurditasmalka;2016-11-15 04:24;0;0;"Pengendalian Penyakit Layu Fusarium dan Busuk Umbi pada Bawang Merah http://www. urbanhidroponik.com/2016/11/pengen dalian-penyakit-bawang-merah-layu-daun-busuk-akar.html#.WCqABGQ4WsA.twitter …";;;#;"798366142473662464";https://twitter.com/absurditasmalka/status/798366142473662464
VinzEnergy;2016-11-15 03:37;0;0;"@lincolnsamelson Tough to say... Minneapolis higher on fusarium issue from Canada, Kansas premium to Chicago low on high US availability?";;@lincolnsamelson;;"798354195523010561";https://twitter.com/VinzEnergy/status/798354195523010561
trueviralnews;2016-11-15 00:32;0;0;"Can Science Save ... #Bananas #Cavendish #Disease #Fusarium #TheWalkingDead #news http:// wp.me/p7twou-2Vn6 pic.twitter.com/ZdDFL4YyPr";;;#Bananas #Cavendish #Disease #Fusarium #TheWalkingDead #news;"798307713243639808";https://twitter.com/trueviralnews/status/798307713243639808
decisivegarth;2016-11-15 00:21;2;2;"Independent studies showing Strobi fungicide increase levels of fusarium . Know what product you are using for this disease #BayerSummit";;;#BayerSummit;"798305001462300673";https://twitter.com/decisivegarth/status/798305001462300673
psk337;2016-11-15 00:20;0;0;"現実にはラウンドアップ耐性の Fusarium という真菌が早くも出現しているようだ。グライフォセートで前処置された小麦は、同じくグライフォセート耐性の Fusarium がもたらす「頭葉枯れ病」におかされバタバタと倒れている。";;;;"798304694363795457";https://twitter.com/psk337/status/798304694363795457
OninLaurel;2016-11-14 23:28;0;1;"Hala virus daw yung Fusarium . Hala siya si bes";;;;"798291650896240640";https://twitter.com/OninLaurel/status/798291650896240640
AgrocalidadEC;2016-11-14 22:30;3;1;"Agrocalidad Guayas difunde acciones tomadas para prevención de Fusarium R4T en entrevista con @Caravana750 #AgrocalidadTrabaja pic.twitter.com/sfJpl7xqNH";;@Caravana750;#AgrocalidadTrabaja;"798276822005907457";https://twitter.com/AgrocalidadEC/status/798276822005907457
chinookag;2016-11-14 22:18;0;2;"Fusarium wilt of canola- susceptible cultivar between two resistant cultivars #BayerSummit #canolabreeding #disease pic.twitter.com/fkkxulmFXL";;;#BayerSummit #canolabreeding #disease;"798273831425044480";https://twitter.com/chinookag/status/798273831425044480
mitraserajazari;2016-11-14 22:17;0;1;"Digital Image Analysis Method for Estimation of Fusarium -Damaged Kernels in Wheat: https://www. researchgate.net/publication/27 5727613_Digital_Image_Analysis_Method_for_Estimation_of_Fusarium-Damaged_Kernels_in_Wheat?utm_source=twitter&utm_medium=rgShare&utm_campaign=shareFullTextPublication … via @researchgate";;@researchgate;;"798273732959563778";https://twitter.com/mitraserajazari/status/798273732959563778
SarahMackAttack;2016-11-14 19:19;1;0;"This week in Journal club: Mousa et al's paper on root hair defense against fungal pathogen Fusarium using root stacking. Friday 4pm BPB 401";;;;"798228883657134081";https://twitter.com/SarahMackAttack/status/798228883657134081
BiotechBioeng;2016-11-14 15:02;0;1;"Identification and characterization of a fusarium #headblight #resistancegene TaACT in #wheat QTL-2DL. http:// ow.ly/3W0y3060rE3 @McGillU pic.twitter.com/u87VLwJ3oA";;@McGillU;#headblight #resistancegene #wheat;"798164119635562496";https://twitter.com/BiotechBioeng/status/798164119635562496
fibonacio;2016-11-14 13:37;0;0;"Si te coje Fusarium un cultivo de "maria" despídete de él. https:// twitter.com/TapasDeCiencia /status/798140704329519105 …";;;;"798142727774814210";https://twitter.com/fibonacio/status/798142727774814210
GreenCastEAME;2016-11-14 13:28;2;1;"FUSARIUM FLARE-UPS REPORTED http:// landpower.newsweaver.co.uk/turfpro/nojw84 fq6hm …";;;;"798140505225826305";https://twitter.com/GreenCastEAME/status/798140505225826305
TokoBenih;2016-11-14 10:18;0;0;"BENIH LABU BESAR ================= Labu besar hibrida, tanaman vigor, tahan Geminivirus, layu Fusarium dan batang... http:// fb.me/1xSXyAAfj";;;;"798092611516907520";https://twitter.com/TokoBenih/status/798092611516907520
PergamIC;2016-11-13 20:44;0;0;"Dr Meis much of the use is due 2 azole use 2 prevent fusarium in tulips for example, and increasing use of fungicides #ICHS16";;;#ICHS16;"797887832157143040";https://twitter.com/PergamIC/status/797887832157143040
madhinasa;2016-11-13 19:22;0;0;"natural glio pengendali jamur fusarium http:// fb.me/19kBUarmc";;;;"797867299189321729";https://twitter.com/madhinasa/status/797867299189321729
PergamIC;2016-11-13 17:57;0;1;"Dr. Donnelly even water can be pathway for fungal pathogens - like Fusarium spp. which have caused outbreaks at hospitals #ICHS16";;;#ICHS16;"797845943328669696";https://twitter.com/PergamIC/status/797845943328669696
purwo_sugiyanto;2016-11-13 16:01;0;1;"Festisida untuk Tanaman Cabai|Obat Jamur Fusarium http:// fb.me/syexdR0m";;;;"797816783512051713";https://twitter.com/purwo_sugiyanto/status/797816783512051713
TOBIRA_morning;2016-11-13 11:35;0;0;"@Fusarium _ 次なる目標は皇居";;@Fusarium;;"797749690296958976";https://twitter.com/TOBIRA_morning/status/797749690296958976
RS_Garden_Care;2016-11-13 11:33;0;1;"With this wet and mild weather, we are having I myself has witnessed an abundance of Fusarium on... http:// fb.me/2EtIqb8yP";;;;"797749270988386306";https://twitter.com/RS_Garden_Care/status/797749270988386306
attilakokeny;2016-11-13 09:22;0;2;"Weed free soil after harvest using monocrop mustard as CC. Shallow termination, inoculation to suppress fusarium then seeding organic wheat. pic.twitter.com/Bb25N2ec7I";;;;"797716226386567168";https://twitter.com/attilakokeny/status/797716226386567168
yakugaku56;2016-11-13 03:10;0;5;"【 Fusarium 属】 ふざけるな！ゼニガタのとっつぁんと不二子 ※ふざ： Fusarium 属 ゼ：ゼアラレノン ニ：二バレノール とっつ：T-2トキシン 不：フモニシン";;;;"797622631398834176";https://twitter.com/yakugaku56/status/797622631398834176
fernandovidal52;2016-11-13 01:42;0;0;"@MafeCarrascal @federicovidalz @JuanManSantos Espero q a este acuerdo no le caigan mas fusarium RT 4";;@MafeCarrascal @federicovidalz @JuanManSantos;;"797600541111095296";https://twitter.com/fernandovidal52/status/797600541111095296
wheat_papers;2016-11-12 23:56;0;0;"Two FgLEU2 Genes with Different Roles in Leucine Biosynthesis and Infection-Related Morphogenesis in Fusarium … http:// dlvr.it/MfMD8t pic.twitter.com/myj7sfVYYZ";;;;"797573867346665474";https://twitter.com/wheat_papers/status/797573867346665474
Phytpath_Papers;2016-11-12 23:35;0;0;"Molecular Keys to the Janthinobacterium and Duganella spp. Interaction with the Plant Pathogen Fusarium graminearum. http:// dlvr.it/MfM1G4";;;;"797568566446813184";https://twitter.com/Phytpath_Papers/status/797568566446813184
pangenomepapers;2016-11-12 22:53;0;0;"Molecular Keys to the Janthinobacterium and Duganella spp. Interaction with the Plant Pathogen Fusarium graminearum. http:// dlvr.it/MfLZJX pic.twitter.com/FFp40yiA70";;;;"797557880308150272";https://twitter.com/pangenomepapers/status/797557880308150272
typeVIpapers;2016-11-12 22:29;0;0;"Molecular Keys to the Janthinobacterium and Duganella spp. Interaction with the Plant Pathogen Fusarium graminearum. http:// dlvr.it/MfLL1B pic.twitter.com/0fwCKnUWGr";;;;"797551938380263424";https://twitter.com/typeVIpapers/status/797551938380263424
QSPapers;2016-11-12 22:25;0;0;"Molecular Keys to the Janthinobacterium and Duganella spp. Interaction with the Plant Pathogen Fusarium graminearum. http:// dlvr.it/MfLGrJ";;;;"797550825149120514";https://twitter.com/QSPapers/status/797550825149120514
AntibioticResis;2016-11-12 22:20;0;0;"Molecular characterization, fitness and mycotoxin production of Fusarium graminearum laboratory… http:// dlvr.it/MfLDQt #AMR #ABresistance";;;#AMR #ABresistance;"797549585610616832";https://twitter.com/AntibioticResis/status/797549585610616832
produmedios;2016-11-12 18:15;3;3;"Cómo combatir enfermedad de banano y plátano, conocida como marchitamiento por fusarium R4-T, según @ICACOLOMBIA pic.twitter.com/K3vQaCy72k";;@ICACOLOMBIA;;"797487946337230849";https://twitter.com/produmedios/status/797487946337230849
DavidKucher;2016-11-12 18:00;1;0;"I just noticed the dust coming off my Durum unloads has a pink hue to it. Possibly #Fusarium pic.twitter.com/pOVddj9E9J";;;#Fusarium;"797484246239559681";https://twitter.com/DavidKucher/status/797484246239559681
EurekaMag;2016-11-12 15:12;4;0;"Protease-deficient mutants of the Quorn mycoprotein fungus, Fusarium graminearum A3/5 http:// dlvr.it/MfFDch #EurekaMag";;;#EurekaMag;"797441870557130752";https://twitter.com/EurekaMag/status/797441870557130752
CTC_Harry;2016-11-12 10:46;2;3;"High risk of Fusarium this weekend - keep a lookout! call or email me for fungicide prices - 07540 666857 or harry@collier-turf-care.co.uk pic.twitter.com/JvVQlVqA0U";;@collier;;"797375100983144448";https://twitter.com/CTC_Harry/status/797375100983144448
eulasagna;2016-11-12 06:30;0;0;"Fusarium ray naa sa akong utok pero how do you make a costume that would make you look like a Fusarium huhuhu";;;;"797310636652785664";https://twitter.com/eulasagna/status/797310636652785664
eulasagna;2016-11-12 06:21;0;0;"Patience is a virtue. Fusarium spp.";;;;"797308208880631808";https://twitter.com/eulasagna/status/797308208880631808
KathryneEverts;2016-11-12 04:32;4;0;"The Effect Of Soil Fertility On Fusarium Wilt In Watermelon http://www. growingproduce.com/vegetables/the -effect-of-soil-fertility-on-fusarium-wilt-in-watermelon/ …";;;;"797281009066803200";https://twitter.com/KathryneEverts/status/797281009066803200
_1nm1;2016-11-12 03:35;0;1;"@Fusarium _ オリゴ糖！！！！";;@Fusarium;;"797266655051026433";https://twitter.com/_1nm1/status/797266655051026433
ABMycological;2016-11-12 00:43;0;0;"Fungi Fusarium fujikuroi and Fusarium falciforme attract mosquitoes ... http:// fb.me/4FtrlvPvY";;;;"797223130490142720";https://twitter.com/ABMycological/status/797223130490142720
ericmoerdijk;2016-11-11 23:17;0;0;"@RinusLambregtse @snippeakkerbouw Meeldauwresistent is er al. Voor fusarium een ras wat helaas alleen nog maar tolerant is.";;@RinusLambregtse @snippeakkerbouw;;"797201673718497280";https://twitter.com/ericmoerdijk/status/797201673718497280
parappathenoun;2016-11-11 22:21;0;1;"Parappa the Fusarium";;;;"797187449415958528";https://twitter.com/parappathenoun/status/797187449415958528
Frearmag3;2016-11-11 18:34;1;5;"Unveiling the true role of six genes in Fusarium oxysporum. #savingbananas Genna tesdall presenting at PSU pic.twitter.com/pcAaw3ahHu";;;#savingbananas;"797130329257603072";https://twitter.com/Frearmag3/status/797130329257603072
AuguraColombia;2016-11-11 18:08;0;0;"Retweeted Elkin Valencia ( @Elkinaugura ): Taller de Bioseguridad, Marchitez por Fusarium , Emprebancoop, convenio... http:// fb.me/5pUhN27Ku";;@Elkinaugura;;"797123955345735680";https://twitter.com/AuguraColombia/status/797123955345735680
Elkinaugura;2016-11-11 18:07;1;0;"Taller de Bioseguridad, Marchitez por Fusarium , Emprebancoop, convenio @ICACOLOMBIA @AuguraColombia pic.twitter.com/Ho9GvGoZwY";;@ICACOLOMBIA @AuguraColombia;;"797123532484448256";https://twitter.com/Elkinaugura/status/797123532484448256
plantdisease;2016-11-11 16:00;2;0;"The Effect Of #Soil #Fertility On #Fusarium Wilt In #Watermelon : http:// ow.ly/D1vC3063xM1 @GrowingProduce #plantdisease pic.twitter.com/zHg69LWm75";;@GrowingProduce;#Soil #Fertility #Fusarium #Watermelon #plantdisease;"797091515290030080";https://twitter.com/plantdisease/status/797091515290030080
farmerjim79;2016-11-11 15:24;0;0;"@DavidKucher @Wally_53 mine are wrinkled pretty bad from frost. Some Fusarium from what I've hand threshed";;@DavidKucher @Wally_53;;"797082690281275393";https://twitter.com/farmerjim79/status/797082690281275393
DavidKucher;2016-11-11 15:23;0;0;"@Wally_53 @farmerjim79 mine is a dogs breakfast. Lots of nice looking mixed with Fusarium affected kernals";;@Wally_53 @farmerjim79;;"797082440162365440";https://twitter.com/DavidKucher/status/797082440162365440
EurekaMag;2016-11-11 03:46;5;1;"Responses of alfalfa pollen and callus to filtrates from two isolates of Fusarium oxysporum http:// dlvr.it/Mdk3ds #EurekaMag";;;#EurekaMag;"796906838465753088";https://twitter.com/EurekaMag/status/796906838465753088
grabber154;2016-11-11 02:56;0;0;"As such, graphical passwords have been introduced as an alternative method to the molecular characterization of Fusarium .";;;;"796894432180084736";https://twitter.com/grabber154/status/796894432180084736
alitamorenita;2016-11-11 02:55;2;7;"Fusarium , Ralstonia, diffusable signals, multiple interaction oh my!!! Visit poster 2017 and talk to Joe Spraker #KSphytobiome";;;#KSphytobiome;"796894078847827968";https://twitter.com/alitamorenita/status/796894078847827968
VicamWaters;2016-11-10 23:26;0;0;"Can you still market Fusarium damaged #wheat ? http:// bit.ly/2eWLxRD pic.twitter.com/Gt34EzJGSM";;;#wheat;"796841580011417600";https://twitter.com/VicamWaters/status/796841580011417600
Corpoica;2016-11-10 21:30;2;1;"Sepa cómo reconocer el Hongo Fusarium o Tizón Tardío en #lulo http://www. corpoica.org.co/ver?vid=11107";;;#lulo;"796812190296707072";https://twitter.com/Corpoica/status/796812190296707072
pjderoc;2016-11-10 20:22;5;0;"From CGC, 2014 & 2015 maps of #fusarium head blight in #springwheat (CWRS) in W.Canada @http:// ow.ly/CIMy3062Isl pic.twitter.com/V134oyX94a";;@http;#fusarium #springwheat;"796795084855451649";https://twitter.com/pjderoc/status/796795084855451649
2blades;2016-11-10 18:18;1;2;". @KState researchers have isolated and cloned a new resistance gene, Fhb1, for Fusarium head blight, aka wheat scab http:// feedstuffs.com/story-kansas-s cientists-gain-upper-hand-wheat-scab-disease-45-149003 …";;@KState;;"796763977728610304";https://twitter.com/2blades/status/796763977728610304
YosoyOsvaldoyo;2016-11-10 17:05;0;1;"Obtención y aplicación de aceite esencial de Cúrcuma a Fusarium . Examen de Ciencias de la Tierra. Examen de Historia https:// twitter.com/Fanysitaa/stat us/796685814977601536 …";;;;"796745662209503232";https://twitter.com/YosoyOsvaldoyo/status/796745662209503232
Grain_Canada;2016-11-10 16:28;2;2;"How do we determine if a kernel has fusarium damage? Ask Bill at #AgriTrade16 , booth 254. #CdnAg";;;#AgriTrade16 #CdnAg;"796736200828665856";https://twitter.com/Grain_Canada/status/796736200828665856
Grain_Canada;2016-11-10 16:00;0;1;"Maps of fusarium head blight in wheat now include the 2014 and 2015 CWRS crop. http:// ow.ly/CIMy3062Isl #CdnAg";;;#CdnAg;"796729270919897088";https://twitter.com/Grain_Canada/status/796729270919897088
SWT;2016-11-10 15:24;0;0;"Shaunavon held their Fusarium 101 meeting in collaboration with @MonsantoBioAgCA yesterday. Thank you to the @EatHarvest for the venue! pic.twitter.com/YSrBWVaOXX";;@MonsantoBioAgCA @EatHarvest;;"796720083397591040";https://twitter.com/SWT/status/796720083397591040
CancerPapers;2016-11-10 12:59;0;0;"FUSARIUM SOLANI SUBRETINAL ABSCESS IN A PATIENT WITH ACUTE MYELOID LEUKEMIA. http:// dlvr.it/MdT6V3 #leukemia pic.twitter.com/qBjPGJPbFd";;;#leukemia;"796683665291915264";https://twitter.com/CancerPapers/status/796683665291915264
Adama_TvL;2016-11-10 12:44;0;1;"Aus,bei,mit,nach,seit,von,zu.. Was dat nu 3e of 4e naamval? Mooi program #pflanzenschutz symposium ADAMA Duitsland #fusarium #graan #mais pic.twitter.com/RSEPcdmChG";;;#pflanzenschutz #fusarium #graan #mais;"796679949780451329";https://twitter.com/Adama_TvL/status/796679949780451329
HaroldMeijer2;2016-11-10 12:28;0;1;"The hard job of fieldwork. Fusarium or not. ... pic.twitter.com/Y0gdIx40UE";;;;"796675969754939392";https://twitter.com/HaroldMeijer2/status/796675969754939392
CollierTurfCare;2016-11-10 10:39;2;1;"Contact us for all your Medallion TL and other Fungicide needs #fungicide #turfcare #fusarium https:// twitter.com/ICL_Turf/statu s/796485018042400768 …";;;#fungicide #turfcare #fusarium;"796648466177003520";https://twitter.com/CollierTurfCare/status/796648466177003520
SupagrassLTS;2016-11-10 09:00;0;0;"Does your lawn look like this? If so it could be Fusarium Patch. This is a common lawn disease which effects... http:// fb.me/51djLIpDK";;;;"796623458180460544";https://twitter.com/SupagrassLTS/status/796623458180460544
SKAgriculture;2016-11-09 20:30;7;3;"Curious about how storage of FHB infected grain affects Fusarium infection and DON levels? Our blog has details. http:// bddy.me/2fSRTGW";;;;"796434694745292806";https://twitter.com/SKAgriculture/status/796434694745292806
stephenmarek2;2016-11-09 18:43;0;1;"Frontiers | The Mechanisms of Maize Resistance to Fusarium verticillioides by Comprehensive Analysi... | @scoopit http:// sco.lt/94YlkX";;@scoopit;;"796407957571387392";https://twitter.com/stephenmarek2/status/796407957571387392
FarmingFutures;2016-11-09 17:18;0;2;"Scientists getting closer to developing Fusarium -resistant strawberries http://www. farmingfutures.org.uk/blog/scientist s-getting-closer-developing-fusarium-resistant-strawberries …";;;;"796386368389861380";https://twitter.com/FarmingFutures/status/796386368389861380
KeithIsberg;2016-11-09 17:11;0;1;"Marketing fusarium -damaged wheat - Grainews http://www. grainews.ca/marketing-fusa rium-damaged-wheat/#.WCNKumw0XeU.twitter …";;;#;"796384847962861568";https://twitter.com/KeithIsberg/status/796384847962861568
serazetdinova_l;2016-11-09 16:32;3;8;"Neil Brown @Rothamsted talking about new approaches to controlling fusarium #REAP2016 @KTN_Bioscience pic.twitter.com/Frjz0OTgST";;@Rothamsted @KTN_Bioscience;#REAP2016;"796374997006741508";https://twitter.com/serazetdinova_l/status/796374997006741508
Toby_Bruce;2016-11-09 16:31;1;0;"Neil Brown: symptomless fusarium still has mycotoxin #reap2016 pic.twitter.com/ZHSCc0z2eq";;;#reap2016;"796374617132855296";https://twitter.com/Toby_Bruce/status/796374617132855296
beckyagritech;2016-11-09 16:30;0;0;"Neil Brown @Rothamsted is talking about fusarium and how to intervene at a receptor level pic.twitter.com/VON8RiTXOU";;@Rothamsted;;"796374412979240960";https://twitter.com/beckyagritech/status/796374412979240960
AgriTechEast;2016-11-09 16:28;2;2;"Neil Brown @Rothamsted talking about Fusarium ear blight in wheat in our Emerging Agritech session";;@Rothamsted;;"796373857741500416";https://twitter.com/AgriTechEast/status/796373857741500416
Mister_Fusarium;2016-11-09 15:58;0;0;"On the bright side, @HillaryClinton choc chip beat @realDonaldTrump stars in Grade 6 cookie poll at #ALHorton in Vegreville 21 to 20 votes. pic.twitter.com/fKnDOMbDT9";;@HillaryClinton @realDonaldTrump;#ALHorton;"796366460977233920";https://twitter.com/Mister_Fusarium/status/796366460977233920
scottsleepy;2016-11-09 15:36;10;12;"Proof is in the Fusarium on untreated collars. Heritage/ Civitas as a clean up spray mid fall works great on greens. pic.twitter.com/wt3NdMkhlU";;;;"796360917860618240";https://twitter.com/scottsleepy/status/796360917860618240
Mister_Fusarium;2016-11-09 13:42;0;0;"More Mencken: "Democracy is also a form of worship. It is the worship of Jackals by Jackasses."";;;;"796332090232946688";https://twitter.com/Mister_Fusarium/status/796332090232946688
Dunanore;2016-11-09 13:29;4;10;"Seeing plenty Fusarium around over the last week @greenkeepingire . Keep your turf clean and healthy with PK PLUS @GriggBros #TurfCare pic.twitter.com/4cM8L9sbxu";;@greenkeepingire @GriggBros;#TurfCare;"796328753173561345";https://twitter.com/Dunanore/status/796328753173561345
Mister_Fusarium;2016-11-09 13:25;0;0;"Democracy is the theory that the common people know what they want, and deserve to get it good and hard. - H.L. Mencken";;;;"796327731080282112";https://twitter.com/Mister_Fusarium/status/796327731080282112
CWCLimited;2016-11-09 13:24;1;0;"#TurfDisease risk high in #November as outbreaks of Microdochium Patch ( Fusarium ) reported - http://www. hortweek.com/turf-disease-r isk-high-november-outbreaks-microdochium-patch-fusarium-reported/turf/article/1414926?bulletin=breakfast-briefing&utm_medium=EMAIL&utm_campaign=eNews%20Bulletin&utm_source=20161109&utm_content=www_hortweek_com_article_14149 … pic.twitter.com/wQTNHTxV5H";;;#TurfDisease #November;"796327480852217856";https://twitter.com/CWCLimited/status/796327480852217856
Pitchcare;2016-11-09 11:45;1;4;"Crucial to keep surfaces clear of grass clippings at all times, even more so when disease pressure is high! #standards #fusarium #turf pic.twitter.com/wGWmmNLdhc";;;#standards #fusarium #turf;"796302720890245120";https://twitter.com/Pitchcare/status/796302720890245120
GreenCastEAME;2016-11-09 10:12;8;4;"Turf disease risk high in November as outbreaks of Microdochium Patch ( Fusarium ) reported | Horticulture Week http://www. hortweek.com/article/1414926";;;;"796279385691037696";https://twitter.com/GreenCastEAME/status/796279385691037696
AgroConsciente;2016-11-09 10:01;10;5;"Mapa de riesgo de Fusarium en trigo. ¡Tomá nota! -> #AgriculturaConsciente pic.twitter.com/1qFKyz4244";;;#AgriculturaConsciente;"796276606595727360";https://twitter.com/AgroConsciente/status/796276606595727360
Mister_Fusarium;2016-11-09 08:28;0;0;"Congratulations USA. Looks like you've just elected an evil clown.";;;;"796253103158796288";https://twitter.com/Mister_Fusarium/status/796253103158796288
CousineauKen;2016-11-09 00:35;0;0;"Turf disease risk high in November as outbreaks of Microdochium Patch ( Fusarium ) reported - http:// goo.gl/alerts/R2VGI #GoogleAlerts";;;#GoogleAlerts;"796134167822135296";https://twitter.com/CousineauKen/status/796134167822135296
JDKid123;2016-11-09 00:25;0;0;"Cleaning pedigreed durum seed this week. High quality HRSW seed from 2015 -0% fusarium";;;;"796131513792364544";https://twitter.com/JDKid123/status/796131513792364544
braddersgolf1;2016-11-08 23:06;0;0;"@SimonDlyons fusarium n treated to kill it off....not great but not playing at Hopwood till opening day!";;@SimonDlyons;;"796111735291834372";https://twitter.com/braddersgolf1/status/796111735291834372
HUGOCRIADO;2016-11-08 21:58;0;0;"Fusarium pic.twitter.com/fjprMGW9kh";;;;"796094614889492480";https://twitter.com/HUGOCRIADO/status/796094614889492480
wheat_papers;2016-11-08 21:58;0;0;"Host-induced gene silencing of an essential chitin synthase gene confers durable resistance to Fusarium head blight… http:// dlvr.it/McsX3Q pic.twitter.com/Comln7nCby";;;;"796094471590973440";https://twitter.com/wheat_papers/status/796094471590973440
johngoeser;2016-11-08 21:16;2;3;". @Field_Updates Zearalenone results, '12 to date. ZEA, prod. by Fusarium & Gibberalla molds, up in concentration. #toxins #reprochallenges pic.twitter.com/k0JGPeGmnt";;@Field_Updates;#toxins #reprochallenges;"796084065497649152";https://twitter.com/johngoeser/status/796084065497649152
SWT;2016-11-08 21:13;0;1;"Wymark was another hot spot for our Fusarium 101 meeting with 20 producers. We look forward to Shaunavon & Hazenmore! pic.twitter.com/w6HBkXrRcs";;;;"796083250242326528";https://twitter.com/SWT/status/796083250242326528
